# <a href="http://www.metatopos.org" target="_top">Terug naar de homepage 
# www.metatopos.org / Back to the homepage www.metatopos.org

Aadorp,Almelo,Overijssel
Aagtdorp,Bergen,Noord-Holland
Aagtekerke,Veere,Zeeland
Aalbeek,Nuth,Limburg
Aalburg,Aalburg,Noord-Brabant
Aalden,Coevorden,Drenthe
Aaldonk,Gennep,Limburg
Aalsmeer,Aalsmeer,Noord-Holland
Aalsmeerderbrug,Haarlemmermeer,Noord-Holland
Aalst,Buren,Gelderland
Aalst,Waalre,Noord-Brabant
Aalst,Zaltbommel,Gelderland
Aalsum,Dongeradeel,Fryslân
Aalsum,Zuidhorn,Groningen
Aalten,Aalten,Gelderland
Aalzum,Zuidhorn,Groningen
Aam,Overbetuwe,Gelderland
Aan de Zuwe,De Ronde Venen,Utrecht
Aanwas,Woensdrecht,Noord-Brabant
Aard,Rijnwaarden,Gelderland
Aardam,Nieuwkoop,Zuid-Holland
Aardenburg,Sluis,Zeeland
Aarlanderveen,Alphen aan den Rijn,Zuid-Holland
Aarle,Best,Noord-Brabant
Aarle-Rixtel,Laarbeek,Noord-Brabant
Aartswoud,Opmeer,Noord-Holland
Aasterberg,Echt-Susteren,Limburg
Abbega,Wymbritseradiel,Fryslân
Abbekerk,Medemblik,Noord-Holland
Abbekerkeweere,Opmeer,Noord-Holland
Abbenbroek,Bernisse,Zuid-Holland
Abbenes,Haarlemmermeer,Noord-Holland
Abbengawier,Boarnsterhim,Fryslân
Abbeweer,Winsum,Groningen
Abcoude,Abcoude,Utrecht
Abdissenbosch,Landgraaf,Limburg
Abeltjeshuis,Vlagtwedde,Groningen
Absdale,Hulst,Zeeland
Abshoven,Sittard-Geleen,Limburg
Abtswoude,Delft,Zuid-Holland
Achlum,Franekeradeel,Fryslân
Acht,Eindhoven,Noord-Brabant
Achter 't Hout,Aa en Hunze,Drenthe
Achter-Drempt,Bronckhorst,Gelderland
Achterberg,Rhenen,Utrecht
Achterbosch,Laarbeek,Noord-Brabant
Achterbroek,Bergambacht,Zuid-Holland
Achterbroek,Someren,Noord-Brabant
Achterdiep,Hoogezand-Sappemeer,Groningen
Achterdijk,Moerdijk,Noord-Brabant
Achtereind,Waalre,Noord-Brabant
Achterheurne,Aalten,Gelderland
Achterhoek,Hof van Twente,Overijssel
Achterhoek,Nijkerk,Gelderland
Achtermaten,Vlagtwedde,Groningen
Achterom,Hoogeveen,Drenthe
Achterste Erm,Coevorden,Drenthe
Achterveld,Barneveld,Gelderland
Achterveld,Leusden,Utrecht
Achterveld,Berkelland,Gelderland
Achthoven,IJsselstein,Utrecht
Achthoven,Leiderdorp,Zuid-Holland
Achthoven,Montfoort,Utrecht
Achthuizen,Oostflakkee,Zuid-Holland
Achtmaal,Zundert,Noord-Brabant
Achttienhoven,De Bilt,Utrecht
Achttienhoven,Nieuwkoop,Zuid-Holland
Acquoy,Geldermalsen,Gelderland
Adorp,Winsum,Groningen
Adorpermeeden,Winsum,Groningen
Aduard,Zuidhorn,Groningen
Aduarderzijl,Winsum,Groningen
Aegum,Boarnsterhim,Fryslân
Aekinga,Ooststellingwerf,Fryslân
Aerdenhout,Bloemendaal,Noord-Holland
Aerdt,Rijnwaarden,Gelderland
Afferden,Bergen,Limburg
Afferden,Druten,Gelderland
Agelo,Dinkelland,Overijssel
Aijen,Bergen,Limburg
Akersloot,Castricum,Noord-Holland
Akkerwoude,Dantumadeel,Fryslân
Akkerwoudsterbroek,Dantumadeel,Fryslân
Akkrum,Boarnsterhim,Fryslân
Akmarijp,Skarsterlân,Fryslân
Akswijk,Zeevang,Noord-Holland
Albergen,Tubbergen,Overijssel
Alblasserdam,Alblasserdam,Zuid-Holland
Aldeboarn,Boarnsterhim,Fryslân
Aldtsjerk,Tytsjerksteradiel,Fryslân
Alem,Maasdriel,Gelderland
Alinghuizen,Winsum,Groningen
Alkmaar,Alkmaar,Noord-Holland
Allardsoog,Opsterland,Fryslân
Allenga,Wûnseradiel,Fryslân
Allingawier,Wûnseradiel,Fryslân
Almelo,Almelo,Overijssel
Almen,Lochem,Gelderland
Almenum,Harlingen,Fryslân
Almere,Almere,Flevoland
Almere-Buiten,Almere,Flevoland
Almere-Haven,Almere,Flevoland
Almere-Hout,Almere,Flevoland
Almere-Stad,Almere,Flevoland
Almkerk,Woudrichem,Noord-Brabant
Alphen,Alphen-Chaam,Noord-Brabant
Alphen,West Maas en Waal,Gelderland
Alphen aan den Rijn,Alphen aan den Rijn,Zuid-Holland
Alphen-Oosterwijk,Alphen-Chaam,Noord-Brabant
Altena,Noordenveld,Drenthe
Alteveer,De Wolden,Drenthe
Alteveer,Noordenveld,Drenthe
Alteveer,Stadskanaal,Groningen
Alteveer,Pekela,Groningen
Altforst,West Maas en Waal,Gelderland
Altweert,Weert,Limburg
Altweerterheide,Weert,Limburg
Alverna,Wijchen,Gelderland
Ambt Delden,Hof van Twente,Overijssel
Amby,Maastricht,Limburg
Ameide,Zederik,Zuid-Holland
Ameland,Ameland,Fryslân
Amen,Aa en Hunze,Drenthe
America,Horst aan de Maas,Limburg
Amerika,Noordenveld,Drenthe
Amerongen,Utrechtse Heuvelrug,Utrecht
Amersfoort,Amersfoort,Utrecht
Ammerstol,Bergambacht,Zuid-Holland
Ammerzoden,Maasdriel,Gelderland
Ampsen,Lochem,Gelderland
Amstelhoek,De Ronde Venen,Utrecht
Amstelveen,Amstelveen,Noord-Holland
Amstenrade,Schinnen,Limburg
Amsterdam,Amsterdam,Noord-Holland
Amsterdam-Noord,Amsterdam,Noord-Holland
Amsterdam-Zuidoost,Amsterdam,Noord-Holland
Amsterdamsche Veld,Emmen,Drenthe
Amsterdamscheveld,Emmen,Drenthe
Amsweer,Delfzijl,Groningen
Andel,Woudrichem,Noord-Brabant
Andelst,Overbetuwe,Gelderland
Anderen,Aa en Hunze,Drenthe
Andijk,Andijk,Noord-Holland
Ane,Hardenberg,Overijssel
Anerveen,Hardenberg,Overijssel
Anevelde,Hardenberg,Overijssel
Angelso,Emmen,Drenthe
Angeren,Lingewaard,Gelderland
Angerlo,Zevenaar,Gelderland
Anholt,De Wolden,Drenthe
Anjum,Dongeradeel,Fryslân
Ankeveen,Wijdemeren,Noord-Holland
Ankum,Dalfsen,Overijssel
Anloo,Aa en Hunze,Drenthe
Anna Jacobapolder,Tholen,Zeeland
Anna Paulowna,Anna Paulowna,Noord-Holland
Annaburen,Heerenveen,Fryslân
Annen,Aa en Hunze,Drenthe
Annendaal,Echt-Susteren,Limburg
Annerveen,Aa en Hunze,Drenthe
Annerveensche Kanaal,Aa en Hunze,Drenthe
Annerveenschekanaal,Aa en Hunze,Drenthe
Anreep,Assen,Drenthe
Ansen,De Wolden,Drenthe
Apeldoorn,Apeldoorn,Gelderland
Apenhuizen,Deventer,Overijssel
Aperlo,Elburg,Gelderland
Appel,Nijkerk,Gelderland
Appelscha,Ooststellingwerf,Fryslân
Appeltern,West Maas en Waal,Gelderland
Appen,Voorst,Gelderland
Appingedam,Appingedam,Groningen
Arcen,Arcen en Velden,Limburg
Archem,Ommen,Overijssel
Arensgenhout,Nuth,Limburg
Arkel,Giessenlanden,Zuid-Holland
Arkens,Franekeradeel,Fryslân
Arkum,Wûnseradiel,Fryslân
Armhoede,Lochem,Gelderland
Armweide,De Wolden,Drenthe
Arnemuiden,Middelburg,Zeeland
Arnhem,Arnhem,Gelderland
Arriën,Ommen,Overijssel
Arriërveld,Ommen,Overijssel
Arum,Wûnseradiel,Fryslân
Arwerd,Delfzijl,Groningen
Arwerd,Winsum,Groningen
Asch,Buren,Gelderland
Asenray,Roermond,Limburg
Asperen,Lingewaal,Gelderland
Assel,Apeldoorn,Gelderland
Asselt,Roermond,Limburg
Assen,Assen,Drenthe
Assendelft,Zaanstad,Noord-Holland
Assum,Uitgeest,Noord-Holland
Asten,Asten,Noord-Brabant
Atzeburen,Wûnseradiel,Fryslân
Augsbuurt,Kollumerland en Nieuwkruisland,Fryslân
Augustinus,Bergen,Limburg
Augustinusga,Achtkarspelen,Fryslân
Austerlitz,Zeist,Utrecht
Avenhorn,Koggenland,Noord-Holland
Averlo,Deventer,Overijssel
Avest,Berkelland,Gelderland
Axel,Terneuzen,Zeeland
Axwijk,Zeevang,Noord-Holland
Azelo,Hof van Twente,Overijssel
Azenray,Roermond,Limburg
Azewijn,Montferland,Gelderland

Baaiduinen,Terschelling,Fryslân
Baaium,Littenseradiel,Fryslân
Baak,Bronckhorst,Gelderland
Baakhoven,Echt-Susteren,Limburg
Baalder,Hardenberg,Overijssel
Baambrugge,Abcoude,Utrecht
Baamsum,Delfzijl,Groningen
Baard,Littenseradiel,Fryslân
Baarderburen,Wûnseradiel,Fryslân
Baardwijk,Waalwijk,Noord-Brabant
Baarland,Borsele,Zeeland
Baarle-Nassau,Baarle-Nassau,Noord-Brabant
Baarlo,Steenwijkerland,Overijssel
Baarlo,Maasbree,Limburg
Baarlo,Zwartewaterland,Overijssel
Baarn,Baarn,Utrecht
Baars,Steenwijkerland,Overijssel
Baarschot,Hilvarenbeek,Noord-Brabant
Baarschot,Oosterhout,Noord-Brabant
Baarsdorp,Borsele,Zeeland
Baarsdorpermeer,Koggenland,Noord-Holland
Babberich,Zevenaar,Gelderland
Baburen,Wûnseradiel,Fryslân
Babyloniënbroek,Aalburg,Noord-Brabant
Badhoevedorp,Haarlemmermeer,Noord-Holland
Baexem,Leudal,Limburg
Baflo,Winsum,Groningen
Bahr,Zevenaar,Gelderland
Baijum,Littenseradiel,Fryslân
Bakel,Gemert-Bakel,Noord-Brabant
Bakel en Milheeze,Gemert-Bakel,Noord-Brabant
Bakelsebrug,Gemert-Bakel,Noord-Brabant
Bakendorp,Borsele,Zeeland
Bakhuizen,Gaasterlân-Sleat,Fryslân
Bakkeveen,Opsterland,Fryslân
Bakkum,Castricum,Noord-Holland
Bakkum-Noord,Castricum,Noord-Holland
Bakovensmee,Vlagtwedde,Groningen
Balgoij,Wijchen,Gelderland
Balinge,Midden-Drenthe,Drenthe
Balk,Gaasterlân-Sleat,Fryslân
Balkbrug,Hardenberg,Overijssel
Ballast,Coevorden,Drenthe
Balleman,Alphen-Chaam,Noord-Brabant
Balloërveld,Aa en Hunze,Drenthe
Balloo,Aa en Hunze,Drenthe
Ballum,Ameland,Fryslân
Balmahuizen,Zuidhorn,Groningen
Baltinge,De Wolden,Drenthe
Baneheide,Simpelveld,Limburg
Bangert,Hoorn,Noord-Holland
Banholt,Margraten,Limburg
Bankert,Gemert-Bakel,Noord-Brabant
Bant,Noordoostpolder,Flevoland
Bantega,Lemsterland,Fryslân
Barchem,Lochem,Gelderland
Barendrecht,Barendrecht,Zuid-Holland
Bareveld,Aa en Hunze,Drenthe
Bareveld,Veendam,Groningen
Bargen,Texel,Noord-Holland
Barger Erfsch Veen,Emmen,Drenthe
Barger Oosterveen,Emmen,Drenthe
Barger-Compascuüm,Emmen,Drenthe
Barger-Erfafscheidenveen,Emmen,Drenthe
Barger-Oosterveen,Emmen,Drenthe
Barger-Oosterveld,Emmen,Drenthe
Bargermeer,Emmen,Drenthe
Barlage,Stadskanaal,Groningen
Barlo,Aalten,Gelderland
Barneveld,Barneveld,Gelderland
Barnflair,Vlagtwedde,Groningen
Barnwerd,Zuidhorn,Groningen
Barrier,Voerendaal,Limburg
Barsbeek,Steenwijkerland,Overijssel
Barsingerhorn,Niedorp,Noord-Holland
Bartlehiem,Ferwerderadiel,Fryslân
Bartlehiem,Leeuwarderadeel,Fryslân
Bartlehiem,Tytsjerksteradiel,Fryslân
Barwoutswaarder,Woerden,Utrecht
Basse,Steenwijkerland,Overijssel
Batenburg,Wijchen,Gelderland
Bath,Reimerswaal,Zeeland
Bathmen,Deventer,Overijssel
Battenoord,Middelharnis,Zuid-Holland
Bavel,Breda,Noord-Brabant
Bavinkel,Almelo,Overijssel
Bazuin,De Wolden,Drenthe
Bears,Littenseradiel,Fryslân
Beckum,Hengelo,Overijssel
Bedaf,Uden,Noord-Brabant
Bedum,Bedum,Groningen
Beegden,Maasgouw,Limburg
Beek,Beek,Limburg
Beek,Montferland,Gelderland
Beek,Laarbeek,Noord-Brabant
Beek,Ubbergen,Gelderland
Beek en Donk,Laarbeek,Noord-Brabant
Beek-Ubbergen,Ubbergen,Gelderland
Beekbergen,Apeldoorn,Gelderland
Beemdkant,Laarbeek,Noord-Brabant
Beemte,Apeldoorn,Gelderland
Beemte Broekland,Apeldoorn,Gelderland
Beerenbos,Kerkrade,Limburg
Beerendonck,Venlo,Limburg
Beers,Cuijk,Noord-Brabant
Beers,Littenseradiel,Fryslân
Beersdal,Heerlen,Limburg
Beersterhoogen,Reiderland,Groningen
Beerta,Reiderland,Groningen
Beerten,Hilvarenbeek,Noord-Brabant
Beertsenhoven,Gulpen-Wittem,Limburg
Beerze,Ommen,Overijssel
Beerzerhaar,Ommen,Overijssel
Beerzerveld,Ommen,Overijssel
Beesd,Geldermalsen,Gelderland
Beesel,Beesel,Limburg
Beetgum,Menaldumadeel,Fryslân
Beetgumermolen,Menaldumadeel,Fryslân
Beets,Opsterland,Fryslân
Beets,Zeevang,Noord-Holland
Beetsterzwaag,Opsterland,Fryslân
Beilen,Midden-Drenthe,Drenthe
Beimerwaard,Rheden,Gelderland
Beinsdorp,Haarlemmermeer,Noord-Holland
Beitel,Heerlen,Limburg
Bekveld,Bronckhorst,Gelderland
Belfeld,Venlo,Limburg
Bellingeweer,Winsum,Groningen
Bellingwolde,Bellingwedde,Groningen
Belt,Wieringen,Noord-Holland
Belt-Schutsloot,Steenwijkerland,Overijssel
Beltrum,Berkelland,Gelderland
Belvert,Haaren,Noord-Brabant
Bemelen,Margraten,Limburg
Bemmel,Lingewaard,Gelderland
Bendersche,De Wolden,Drenthe
Beneden-Leeuwen,West Maas en Waal,Gelderland
Benedenberg,Bergambacht,Zuid-Holland
Benedenknijpe,Heerenveen,Fryslân
Bennebroek,Bennebroek,Noord-Holland
Bennekom,Ede,Gelderland
Benneveld,Coevorden,Drenthe
Benningbroek,Medemblik,Noord-Holland
Benschop,Lopik,Utrecht
Bentelo,Hof van Twente,Overijssel
Benthem,Gemert-Bakel,Noord-Brabant
Benthuizen,Rijnwoude,Zuid-Holland
Bentveld,Zandvoort,Noord-Holland
Berg,Cranendonck,Noord-Brabant
Berg,Stein,Limburg
Berg aan de Maas,Stein,Limburg
Berg en Dal,Groesbeek,Gelderland
Berg en Dal,Ubbergen,Gelderland
Berg en Terblijt,Valkenburg aan de Geul,Limburg
Bergambacht,Bergambacht,Zuid-Holland
Bergeijk,Bergeijk,Noord-Brabant
Bergen,Bergen,Limburg
Bergen,Bergen,Noord-Holland
Bergen aan Zee,Bergen,Noord-Holland
Bergen op Zoom,Bergen op Zoom,Noord-Brabant
Bergenhuizen,Margraten,Limburg
Bergentheim,Hardenberg,Overijssel
Bergeyk,Bergeijk,Noord-Brabant
Bergharen,Wijchen,Gelderland
Berghem,Gulpen-Wittem,Limburg
Berghem,Oss,Noord-Brabant
Berghof,Gulpen-Wittem,Limburg
Berghuizen,De Wolden,Drenthe
Berghuizen,Heerde,Gelderland
Bergschenhoek,Lansingerland,Zuid-Holland
Bergstoep,Bergambacht,Zuid-Holland
Bergum,Tytsjerksteradiel,Fryslân
Bergum Noord,Tytsjerksteradiel,Fryslân
Bergumerdam,Tytsjerksteradiel,Fryslân
Beringe,Helden,Limburg
Berkeindje,Someren,Noord-Brabant
Berkel en Rodenrijs,Lansingerland,Zuid-Holland
Berkel-Enschot,Tilburg,Noord-Brabant
Berkelaar,Echt-Susteren,Limburg
Berkenheuvel,Westerveld,Drenthe
Berkenrode,Emmen,Drenthe
Berkenwoude,Bergambacht,Zuid-Holland
Berkhout,Koggenland,Noord-Holland
Berkmeer,Koggenland,Noord-Holland
Berkmeer,Opmeer,Noord-Holland
Berkum,Zwolle,Overijssel
Berkum Brinkhoek,Zwolle,Overijssel
Berkum Poepershoek,Zwolle,Overijssel
Berkum Veldhoek,Zwolle,Overijssel
Berlicum,Sint-Michielsgestel,Noord-Brabant
Berlikum,Menaldumadeel,Fryslân
Bern,Zaltbommel,Gelderland
Besoyen,Waalwijk,Noord-Brabant
Best,Best,Noord-Brabant
Besthmen,Ommen,Overijssel
Beswerd,Winsum,Groningen
Beugen,Boxmeer,Noord-Brabant
Beukers,Steenwijkerland,Overijssel
Beumershoek,Raalte,Overijssel
Beuningen,Beuningen,Gelderland
Beuningen,Losser,Overijssel
Beuseberg,Rijssen-Holten,Overijssel
Beusichem,Buren,Gelderland
Beutenaken,Gulpen-Wittem,Limburg
Beuzenrade,Heerlen,Limburg
Bevermeer,Zevenaar,Gelderland
Beverwijk,Beverwijk,Noord-Holland
Beze,Dalfsen,Overijssel
Biddinghuizen,Dronten,Flevoland
Biert,Bernisse,Zuid-Holland
Bierum,Delfzijl,Groningen
Biervliet,Sluis,Zeeland
Biervliet,Terneuzen,Zeeland
Biesbosch,Werkendam,Noord-Brabant
Biesheuvel,Aalburg,Noord-Brabant
Biesland,Maastricht,Limburg
Biessum,Delfzijl,Groningen
Biest,Hilvarenbeek,Noord-Brabant
Biezelinge,Kapelle,Zeeland
Biezelingseham,Kapelle,Zeeland
Biezenmortel,Haaren,Noord-Brabant
Biggekerke,Veere,Zeeland
Bijland,Rijnwaarden,Gelderland
Bijlmermeer,Amsterdam,Noord-Holland
Bijsteren,Putten,Gelderland
Bijsterveld,Eersel,Noord-Brabant
Bilderdam,Jacobswoude,Zuid-Holland
Billinghuizen,Gulpen-Wittem,Limburg
Bilt,Maasgouw,Limburg
Bilthoven,De Bilt,Utrecht
Bingelrade,Onderbanken,Limburg
Bingerden,Zevenaar,Gelderland
Binnen-Moerdijk,Drimmelen,Noord-Brabant
Binnen-Moerdijk,Moerdijk,Noord-Brabant
Binnenheurne,Oude IJsselstreek,Gelderland
Binnenwijzend,Drechterland,Noord-Holland
Birdaard,Ferwerderadiel,Fryslân
Bissen,Gulpen-Wittem,Limburg
Blaakschendijk,Binnenmaas,Zuid-Holland
Blaaksedijk,Binnenmaas,Zuid-Holland
Bladel,Bladel,Noord-Brabant
Blankenberg,Heumen,Gelderland
Blankenham,Steenwijkerland,Overijssel
Blaricum,Blaricum,Noord-Holland
Blauwe Hand,Steenwijkerland,Overijssel
Blauwe Keet,Den Helder,Noord-Holland
Blauwe Sluis,Drimmelen,Noord-Brabant
Blauwe Sluis,Moerdijk,Noord-Brabant
Blauwe Sluis,Steenbergen,Noord-Brabant
Blauwe Sluis,West Maas en Waal,Gelderland
Blauwhuis,Wymbritseradiel,Fryslân
Blauwkapel,De Bilt,Utrecht
Blauwkapel,Utrecht,Utrecht
Blauwverlaat,Achtkarspelen,Fryslân
Bleijerheide,Kerkrade,Limburg
Bleiswijk,Lansingerland,Zuid-Holland
Blekslage,Stadskanaal,Groningen
Blerick,Venlo,Limburg
Blesdijke,Weststellingwerf,Fryslân
Bleskensgraaf,Graafstroom,Zuid-Holland
Bleskensgraaf en Hofwegen,Graafstroom,Zuid-Holland
Blessum,Menaldumadeel,Fryslân
Blija,Ferwerderadiel,Fryslân
Blijdenstein,De Wolden,Drenthe
Blijdorp,Rotterdam,Zuid-Holland
Blijham,Bellingwedde,Groningen
Blitterswijck,Meerlo-Wanssum,Limburg
Bloemberg,De Wolden,Drenthe
Bloemendaal,Bloemendaal,Noord-Holland
Bloemendaal,Waddinxveen,Zuid-Holland
Bloemendaal aan Zee,Bloemendaal,Noord-Holland
Blokdijk,Hoorn,Noord-Holland
Blokdijk,Drechterland,Noord-Holland
Blokhuizen,Niedorp,Noord-Holland
Blokker,Hoorn,Noord-Holland
Blokzijl,Steenwijkerland,Overijssel
Boazum,Littenseradiel,Fryslân
Bobeldijk,Koggenland,Noord-Holland
Bocholtz,Simpelveld,Limburg
Bodegraven,Bodegraven,Zuid-Holland
Boeiink,Roosendaal,Noord-Brabant
Boekel,Castricum,Noord-Holland
Boekel,Boekel,Noord-Brabant
Boekelo,Enschede,Overijssel
Boekend,Venlo,Limburg
Boeket,Nederweert,Limburg
Boekoel,Roermond,Limburg
Boelenslaan,Achtkarspelen,Fryslân
Boer,Franekeradeel,Fryslân
Boerakker,Leek,Groningen
Boerakker,Marum,Groningen
Boerdonk,Veghel,Noord-Brabant
Boerelaan,Noordenveld,Drenthe
Boerhaar,Olst-Wijhe,Overijssel
Boesingheliede,Haarlemmermeer,Noord-Holland
Boijl,Weststellingwerf,Fryslân
Bokhoven,'s-Hertogenbosch,Noord-Brabant
Bokkum,Boarnsterhim,Fryslân
Boksum,Menaldumadeel,Fryslân
Bolberg,Breda,Noord-Brabant
Bollingawier,Dongeradeel,Fryslân
Bolnes,Ridderkerk,Zuid-Holland
Bolshuizen,Winsum,Groningen
Bolsward,Bolsward,Fryslân
Bommerig,Gulpen-Wittem,Limburg
Bonnen,Aa en Hunze,Drenthe
Bonnerveen,Aa en Hunze,Drenthe
Bonrepas,Vlist,Zuid-Holland
Bontebok,Heerenveen,Fryslân
Bontebrug,Oude IJsselstreek,Gelderland
Bontemorgen,Buren,Gelderland
Boomen,Someren,Noord-Brabant
Boomhoek,Wijdemeren,Noord-Holland
Booneschans,Reiderland,Groningen
Boornbergum,Smallingerland,Fryslân
Boornzwaag,Skarsterlân,Fryslân
Borculo,Berkelland,Gelderland
Borgele,Deventer,Overijssel
Borger,Borger-Odoorn,Drenthe
Borgercompagnie,Hoogezand-Sappemeer,Groningen
Borgercompagnie,Menterwolde,Groningen
Borgercompagnie,Veendam,Groningen
Borgertange,Vlagtwedde,Groningen
Borgerveld,Vlagtwedde,Groningen
Borgharen,Maastricht,Limburg
Borgsweer,Delfzijl,Groningen
Borgvliet,Bergen op Zoom,Noord-Brabant
Borgweg,Hoogezand-Sappemeer,Groningen
Borkel,Valkenswaard,Noord-Brabant
Borkel en Schaft,Valkenswaard,Noord-Brabant
Borkeld,Rijssen-Holten,Overijssel
Born,Sittard-Geleen,Limburg
Borne,Borne,Overijssel
Bornerbroek,Almelo,Overijssel
Bornwird,Dongeradeel,Fryslân
Borssele,Borsele,Zeeland
Borteldonk,Roosendaal,Noord-Brabant
Bos en Lommer,Amsterdam,Noord-Holland
Bosch,Cranendonck,Noord-Brabant
Bosch en Duin,Zeist,Utrecht
Boscheind,Bergeijk,Noord-Brabant
Boschheurne,Lochem,Gelderland
Boschhoek,Berkelland,Gelderland
Boschhoven,Heeze-Leende,Noord-Brabant
Boschkapelle,Hulst,Zeeland
Boschoord,Westerveld,Drenthe
Boshoek,Epe,Gelderland
Boshoven,Alphen-Chaam,Noord-Brabant
Boshoven,Weert,Limburg
Bosje,Aa en Hunze,Drenthe
Boskamp,Olst-Wijhe,Overijssel
Boskant,Sint-Oedenrode,Noord-Brabant
Boskoop,Boskoop,Zuid-Holland
Boslust,Alphen-Chaam,Noord-Brabant
Bosschenhoofd,Halderberge,Noord-Brabant
Bosscherveld,Maastricht,Limburg
Bosselaar,Moerdijk,Noord-Brabant
Boterveen,Westerveld,Drenthe
Botlek,Rotterdam,Zuid-Holland
Botshoofd,Tholen,Zeeland
Bouchauterhaven,Terneuzen,Zeeland
Boukoul,Roermond,Limburg
Bourtange,Vlagtwedde,Groningen
Bouwberg,Brunssum,Limburg
Boven Hardinxveld,Hardinxveld-Giessendam,Zuid-Holland
Boven Pekela,Pekela,Groningen
Boven-Hardinxveld,Hardinxveld-Giessendam,Zuid-Holland
Boven-Leeuwen,West Maas en Waal,Gelderland
Bovenkarspel,Stede Broec,Noord-Holland
Bovenkerk,Amstelveen,Noord-Holland
Bovenrijge,Ten Boer,Groningen
Bovensmilde,Midden-Drenthe,Drenthe
Bovenste Locht,Kerkrade,Limburg
Bovensteenwijksmoer,Coevorden,Drenthe
Bovenstreek,Scheemda,Groningen
Bovenveen,Oldebroek,Gelderland
Boxbelterhoek,Raalte,Overijssel
Boxmeer,Boxmeer,Noord-Brabant
Boxtel,Boxtel,Noord-Brabant
Bozum,Littenseradiel,Fryslân
Braak,Eersel,Noord-Brabant
Braamberg,De Wolden,Drenthe
Braamberg,Hardenberg,Overijssel
Braamberg,Stadskanaal,Groningen
Braamberg,Vlagtwedde,Groningen
Braambosch,Bergeijk,Noord-Brabant
Braamt,Montferland,Gelderland
Brakel,Zaltbommel,Gelderland
Brakkenpolder,Lemsterland,Fryslân
Brakkenstein,Nijmegen,Gelderland
Brammelo,Haaksbergen,Overijssel
Brandeburen,Nijefurd,Fryslân
Brandt,Maasgouw,Limburg
Brandwijk,Graafstroom,Zuid-Holland
Brantgum,Dongeradeel,Fryslân
Breda,Breda,Noord-Brabant
Bredevoort,Aalten,Gelderland
Breede,Eemsmond,Groningen
Breedenbroek,Oude IJsselstreek,Gelderland
Breedeweg,Groesbeek,Gelderland
Breedschot,Zundert,Noord-Brabant
Breehees,Goirle,Noord-Brabant
Breezand,Anna Paulowna,Noord-Holland
Breezanddijk,Wûnseradiel,Fryslân
Bregtdorp,Bergen,Noord-Holland
Breklenkamp,Dinkelland,Overijssel
Brem,Tilburg,Noord-Brabant
Brembosch,Roosendaal,Noord-Brabant
Breskens,Sluis,Zeeland
Breugel,Son en Breugel,Noord-Brabant
Breukelen,Boxtel,Noord-Brabant
Breukelen,Breukelen,Utrecht
Breukeleveen,Wijdemeren,Noord-Holland
Breust,Eijsden,Limburg
Brielle,Brielle,Zuid-Holland
Brigdamme,Middelburg,Zeeland
Brijdorpe,Schouwen-Duiveland,Zeeland
Briltil,Zuidhorn,Groningen
Brink en Orden,Apeldoorn,Gelderland
Brinkheurne,Winterswijk,Gelderland
Brinkhoek,Zwolle,Overijssel
Brinkmanshoek,Berkelland,Gelderland
Britsum,Leeuwarderadeel,Fryslân
Britswerd,Littenseradiel,Fryslân
Britswert,Littenseradiel,Fryslân
